Naptan_Atco,Stop_Name
490011316E,GLENTHORPE ROAD_CT
490008673S,KENT ROAD_SR
490011316W,GLENTHORPE ROAD_CV
490010849N,PARKWAY_CW
490010849S,PARKWAY_CU
490005100N,CHERRYWOOD LANE_J
490010421S,NORTHWAY_H
490008408S,HOWBERRY ROAD
490008408N,HOWBERRY ROAD
490005934N2,DALE PARK ROAD
490003957S2,BEULAH HILL_EG
490003957S1,BEULAH HILL_WF
490003777S,RICHMOND ROAD_G
490005934N1,DALE PARK ROAD
490012400S,SPRINGFIELD ROAD
490003956S,BEULAH CRESCENT / BEULAH FAMILY CHURCH
490003958N,BEULAH ROAD
490003958S,BEULAH ROAD
490005876N,CRYSTAL TERRACE_F
490008081E,CHEVENING ROAD / HERMITAGE ROAD
490013938E,UPPER NORWOOD RECREATION GROUND
490007829N,HAROLD ROAD / CHEVENING ROAD
490006488N,ELLERY ROAD_EH
490012831N,STOCKWELL BUS GARAGE_N
490006488S,ELLERY ROAD_WJ
490011622W,ROCKMOUNT PRIMARY SCHOOL
490008081W,CHEVENING ROAD / HERMITAGE ROAD
490005876S,CRYSTAL TERRACE_G
490014760N,WINDMILL GROVE
490011354S,QUEENS ROAD CEMETERY
490003906N,KIMBERLEY ROAD_W
490014760S,WINDMILL GROVE
490003956N,BEULAH FAMILY CHURCH
490010434N,OSBORNE ROAD / NORTHWOOD ROAD
490012831E,STOCKWELL BUS GARAGE_P
490012400N,SPRINGFIELD ROAD
490003860E,BELMONT / STATION ROAD
490003860W,BELMONT / STATION ROAD
490013061E,SUTTON / MARSHALL'S ROAD_X
490003490W,AVALON CLOSE
490009962E,MOLASH ROAD
490009546S,MANNING ROAD
490013971N,MONRO GARDENS_WV
490005782S,CROCKENHILL ROAD
490010252S,NEW ROAD_XK
490010252E,NEW ROAD_XT
490007469W,GREEN LANE_XL
490007469E,GREEN LANE_XS
490009684S,MARLPIT AVENUE
490009684N,MARLPIT AVENUE
490010285E,NINEACRES WAY
490010285W,NINEACRES WAY
490011820E,COULSDON WOOD
490008792K,CORNWALLIS ROAD_SL
490011820W,COULSDON WOOD
490004116S,BLUEBERRY GARDENS
490004116N,BLUEBERRY GARDENS
490005649E,KESTON AVENUE_P
490005649W,KESTON AVENUE_U
490008679N,THE GLADE / KESTON AVENUE_R
490015305W,THE GLADE
490008679S,THE GLADE / KESTON AVENUE
490014106S2,CATERHAM DRIVE / WADDINGTON AVENUE
490014106S1,CATERHAM DRIVE / WADDINGTON AVENUE
490001243W,ROMFORD STATION #
490007931W,CATERHAM DRIVE / KESTON AVENUE
490007931E,CATERHAM DRIVE / KESTON AVENUE
490004859S,TAUNTON LANE
490012093S,SHIRLEY AVENUE
490008324S,WADDINGTON AVENUE / HOMEFIELD ROAD_S
490008324N,WADDINGTON AVENUE / HOMEFIELD ROAD_T
490014107E,HOMEFIELD ROAD
490014107N,HOMEFIELD ROAD
490008895W,LACEY DRIVE
490008495E,LACEY DRIVE
490015249N,HARROW & WEALDSTONE STATION <> #_N
490013716N2,TORRIANO PRIMARY SCHOOL_U
490010646S,OSBORNE GARDENS
490011594W,RAVENSCOURT PARK STATION <>_D
490004559E,ILFORD COUNTY COURT_J
490002023W13,CHURCH STREET TRAM STOP >T<_CL
490002023W14,CHURCH STREET TRAM STOP >T<_CM
490009196N,LINSTEAD WAY_PQ
490011554W,HEMINGFORD ROAD_H
490009661F,MARKET ROAD GARDENS_F
490015023W,YORK WAY ESTATE_ZD
490003119W,AGAR GROVE_ZE
490010127W,MURRAY STREET_ZF
490003120W,AGAR GROVE ESTATE
490012455B,ST PANCRAS WAY_P
490003120E,AGAR GROVE ESTATE
490010127E,MURRAY STREET_ZA
490005154N,SELBORNE ROAD_K
490003072E,YORK WAY_ZB
490015023E,YORK WAY ESTATE_ZC
490009661E,CALEDONIAN ROAD / MARKET ROAD GARDENS_E
490011554E,HEMINGFORD ROAD_T
490005092N1,MITCHELL ROAD
490006987W,FRANCIS GROVE
490015062E,NATURAL HISTORY MUSEUM / QUEENS GATE_GL
490014039N,VICARAGE HOUSE
490013560E2,THE SQUARE_G
490011980S,SELBORNE ROAD_F
490013560E1,THE SQUARE_E
490012825W,FURZEGROUND WAY_H
490012825E,FURZEGROUND WAY_D
490011730S,ROUNDWOOD AVENUE_C
490009339N,LONGWALK ROAD_J
490000165B,NORTHWOOD STATION <>_B
490015291N,COOMBE ROAD_J
490013909W,UNION STREET_F
490000137X,LEYTONSTONE STATION <>_X
490000137W,LEYTONSTONE STATION <>_W
490000137T,LEYTONSTONE STATION <>_T
490009424N,MORDEN PARK BAPTIST CHURCH_TP
490005858C5,CROYDON LIBRARY_KK
490005858C6,CROYDON LIBRARY_KL
490008792J,CORNWALLIS ROAD_NR
490005858C7,CROYDON LIBRARY_KM
490000157ZZ,NORTH ACTON STATION <>
490014493E,WEST MIDDLESEX HOSPITAL_HA
490003591N,BARBAULD ROAD
490009557N,MANOR GATE_TM
490003387N,ARNOLD ROAD
490008518E,ISLIP MANOR PARK_M
490013131N2,SYDENHAM POLICE STATION_K
490013658W,EAST STREET / THURLOW STREET_J
490005547W,CONGREVE STREET_H
490003756E,CONGREVE STREET_E
490004043N2,CAMOMILE STREET_W
490004043S,CAMOMILE STREET_Y
490003544S,DEARSLEY ROAD_G
490003544N,DEARSLEY ROAD_C
490014871E,CHICHESTER AVENUE_U
490013658E,EAST STREET / THURLOW STREET_D
490013214A,THAMESMEAD TOWN CENTRE_A
490013214B,CENTRAL WAY / THAMESMEAD TOWN CENTRE_B
490013235S,THE AVENUE_CM
490010839C4,PARK STREET_KJ
490010839C3,PARK STREET_KH
490012895E,CHARLBURY CRESCENT
490008287E,HOLLAND ROAD_L
490011785N,RUISLIP RUGBY FOOTBALL CLUB_K
490016426E,FERNS CLOSE_G
490016426W,FERNS CLOSE_D
490015521E2,SPRINGFIELD AVENUE_RP
490007765W,ROY GROVE_RR
490007768W,NIGHTINGALE ROAD_RS
490013488W,CHURCH AVENUE_Q
490007757E,HANOVER CIRCLE_XN
490007757W,HANOVER CIRCLE_XQ
490015007W,YORK AVENUE_XR
490015007E,YORK AVENUE_XM
490012051W,CHURCH ROAD
490005325U,CIVIC CENTRE_U
490000450Z,STOCKWELL STATION <> / CLAPHAM ROAD_Z1
490003785W,CHERTSEY ROAD
490003785E,CHERTSEY ROAD
490013559S,THE SPIRES_S
490006426W,EDGWARE LIBRARY_M
490000254K,WATERLOO STATION / TENISON WAY <> #_K
490009555N,MANOR FARM ROAD_M
490009555S,MANOR FARM ROAD_N
490004173N,BOTHWELL ROAD
490007135N,WALSINGHAM ROAD_F
490014803N,WOLSEY CRESCENT
490007013W,FRENSHAM DRIVE
4900014996E,YEADING TESCO
490006256W,DUNLEY DRIVE_FB
490008522E,IVERS WAY_FC
490010184E,NETLEY CLOSE
490003187S,WOLSEY CRESCENT
490014151S,WALSINGHAM ROAD_G
490013305S,THE COMMON / WARWICK DENE_EW
490014337S1,WELBECK AVENUE
490007400M,GREAT CENTRAL STREET_M
490011954N,SCOTTES LANE_D
490003754S,JENKINS LANE
490003754N,JENKINS LANE
490009505S,MADDISON CLOSE
490004914N,VICARAGE ROAD_K
490004914S,VICARAGE ROAD_N
490013700R,TOLWORTH / KING CHARLES ROAD_LB
490008821W,KINGSTON HALL ROAD_UK
490001038D,BRONDESBURY STATION #_D
490003450N,ASHTON PLAYING FIELDS_L
490013648T,THREE COLTS LANE_T
490015430W,EALING ROAD_CR
490007431N,GREENACRE CLOSE
490007431S,GREENACRE CLOSE
490006866R,FIVE ELMS ROAD_R
490014624S,WHITTINGHAM PRIMARY ACADEMY
490012540S,ST ANDREWS ROAD_F
490006450S,HILLYFIELD PRIMARY SCHOOL_G
490009658S,RENNESS ROAD_H
490005461S,COLDHARBOUR_H
490006932S,FOREST ROAD_J
490005282S,CHURCH OF ST MICHAEL & ALL ANGELS_K
490004003N,BILLET ROAD
490011523N,RENNESS ROAD_C
490006450N,HILLYFIELD PRIMARY SCHOOL_D
490012540N,ST ANDREWS ROAD_E
490014168W,WALTHAMSTOW MARKET / HIGH STREET_L
490014168V,WALTHAMSTOW MARKET / HIGH STREET_S
490005282N,CHURCH OF ST MICHAEL & ALL ANGELS_A
490006932N,FOREST ROAD_B
490012886W,ST PETERS CHURCH
490006951S,FORTUNE GREEN_CJ
4900004426L,WIDMORE ROAD / KENTISH WAY_L
490011489S2,PINKWELL AVENUE
490008821E,KINGSTON HALL ROAD
490006226S,DUKES AVENUE
490014470N2,WEST HENDON BROADWAY_HL
490000254EB,WATERLOO STATION / MEPHAM STREET <> #
40004402205A,CHALLENGE ROAD
40004402206A,CHALLENGE ROAD
490000173RC,OXFORD CIRCUS STATION <>_RC
490011918E,WILLIAM MORRIS WAY / SAINSBURY'S_TW
490008856W,KIRKSTONE LODGE_U
490015377N,EASEDALE HOUSE_V
490000077AZ,EUSTON STATION <> #_AZ
490004924N,CENTRAL HILL_S
490008168N,HIGHLAND ROAD_T
490001116N,GIPSY HILL STATION #_B
490007194N,GIPSY HILL / GIPSY ROAD_C
490010501W,OAKS AVENUE
490011877W,SALTER'S HILL_Q
490012714E,ST GOTHARD ROAD_P
490010501E,OAKS AVENUE
490007194S,GIPSY HILL / GIPSY ROAD_H
490001116S,GIPSY HILL STATION #_A
490008168S,HIGHLAND ROAD_Q
490002013S,BEDDINGTON LANE TRAM STOP >T<_A
490002013N,BEDDINGTON LANE TRAM STOP >T<_B
490003332W,ANIMAL RECEPTION CENTRE
490003332E,ANIMAL RECEPTION CENTRE
490006006W,DEANS LANE_Y
490010618S2,ORCHARD ROAD_SC
490014624N,WHITTINGHAM PRIMARY ACADEMY
490006997N,FAIRGREEN ROAD_X
490003938N,BERT ROAD
490015148N,TORRIDGE ROAD_W
490015148S,HASLEMERE ROAD_Y
490009021N,LAWRENCE CAMPE CLOSE
490003938S,LAKEHALL ROAD
490006712S,FAIRGREEN ROAD_A
490015456N,OAKWORTH ROAD_H
490008823NA,NORBITON STATION #
490009282NV,STATION ROAD_NV
490009282NT,GORDON ROAD_NT
490005243N,CHRIST'S COLLEGE_C
490002012Z,BECKTON PARK STATION [DLR]_Z
490004258S,BRANDVILLE GARDENS_Y
490000190B,REDBRIDGE STATION <>_RB
490008398H,FAIR STREET_H
490008397J,DOUGLAS ROAD_HH
490009103S,LEWIS GARDENS_E
490002012X,BECKTON PARK STATION [DLR]_X
490015138E,HEATHWAY_L
490000199S,RUISLIP MANOR STATION <>_S
490007932E,HAYDON SCHOOL
490005693E,CRANBOURNE ROAD
490010430N,STANLEY ROAD_J
490014317N,WAVERLEY GARDENS
490008243N,HILLSIDE SCHOOL
490008241E,HILLSIDE ROAD / NORTHWOOD WAY
490011147E,POTTER STREET HILL
490014761S,WEST HATCH MANOR
490014761N,WEST HATCH MANOR
490011147W,POTTER STREET HILL
490008241W,HILLSIDE ROAD / NORTHWOOD WAY
490008243S,HILLSIDE SCHOOL
490014317S,WAVERLEY GARDENS
490010430S,STANLEY ROAD_K
490010441W,WINCHESTER ROAD
490007932W,HAYDON SCHOOL
490013835N,TUDOR ROAD_PU
490009892N,MILL FARM CLOSE_PV
490015313N,CROSSWAY_PW
490003168N,ALBURY DRIVE_PN
490009622S,TUDOR ROAD_PE
490009892S,MILL FARM CLOSE_PD
490003168S,ALBURY DRIVE_PF
490003975E,FRISWELL PLACE
490011705S,NORTH HYDE ROAD
490005832E,CROWLAND AVENUE
490011815K,BEDFORD PLACE_K
490011816N,MONTAGUE STREET_L
490009464N,LYNDHURST AVENUE_PC
490007523B,BRIXTON ACADEMY_B
490010208N,NEW CROSS SAINSBURY'S
490010208L,NEW CROSS SAINSBURY'S_L
490000115L,HORNCHURCH STATION <>_L
490003595W,BARGEHOUSE ROAD_L
490009139A,LEYTONSTONE STN <> / GROVE GREEN ROAD_A
490009139B,LEYTONSTONE STN <> / GROVE GREEN ROAD_B
490009139,LEYTONSTONE STATION <>/ GROVE GREEN ROAD_C
490011517N,REGINA COELI SCHOOL
490015567H,WOOD GREEN STATION <>_H
490015567G2,LORDSHIP LANE_G
490005693W,CRANBOURNE ROAD
490005698E,CRANBROOK ROAD_E
490014306N,RUDDOCK CLOSE_N
490002048X,ISLAND GARDENS STATION [DLR]_J
490007275N,GOLDSMITH CLOSE_EZ
490003417N,ASHBURTON AVENUE_BS
3700075,LANGLEY ROAD
490014285S,WATERSMEET PLACE
490014285N,WATERSMEET PLACE
490014168ZB,WALTHAMSTOW MARKET / HIGH STREET_U
490004785XB,CARISBROOKE ROAD_V
490004785XA,CARISBROOKE ROAD_X
490014168ZA,WALTHAMSTOW MARKET / HIGH STREET_T
490008327F,HOMERTON HOSPITAL_F
490005047N,CHATSWORTH ROAD / CLIFDEN ROAD_N
490010470W,MILLFIELDS ROAD
490011157W,CHATSWORTH ROAD
490009782S,MEDIAN ROAD_P
490011157E2,CHATSWORTH ROAD
490005405G,BROOKSBY'S WALK_G
490001233QE,QUEEN'S ROAD PECKHAM STATION #_QE
490001223Y,BLENHEIM GROVE_Y
40004402061C,KINGS AVENUE
490003879E,BELSIZE VILLAGE_W
490003879W,BELSIZE VILLAGE_X
490008914S,SILVERDALE KENNELS
490008914N,SILVERDALE KENNELS
1500617,LEE VALLEY CAMPSITE
490003418E,WOODSIDE FIRE STATION_WP
490003299N,AMESBURY DRIVE_V
490011319HB,QUEEN MARY'S HOSPITAL / CANCER UNIT_HB
490011321HA,QUEEN MARY'S HOSPITAL / MAIN ENTRANCE_HA
490015004S,YEW TREE WAY_K
490005975E,DARTMOUTH PARK ROAD_TK
490013389S,THE GREEN_L
490005677S,COURTWOOD PRIMARY SCHOOL
490003719S,BEARS WOOD
490003594N,COURT WOOD LANE / BARDOLPH AVENUE_U
490013389N,THE GREEN_S
490009665N,MARKFIELD
490003719N,BEARS WOOD
490009665S,MARKFIELD
490005783W,CROFTERS MEAD_M
490010229E,NEWLANDS WOODS_R
490003747N,ALBATROSS CLOSE_BE
490010229W,NEWLANDS WOODS_N
490011032S,PIXTON WAY_P
490011032N,PIXTON WAY_Q
490010178S,NESHAM STREET
490008089E,HERMITAGE WALL_A
490014210E,SAMPSON STREET_B
490006246E,DUNDEE STREET_C
490014208E,WAPPING STATION#_D
490014209N,WAPPING HEALTH CENTRE_H
490014209S,WAPPING HEALTH CENTRE_L
490000022B,BETHNAL GREEN STATION <>_B
490011250E,CLEGG STREET_M
490003335E,GARNET STREET_N
490014211S,WAPPING WALL_P
490000251W,WAPPING STATION <>_R
490006246W,DUNDEE STREET_S
490014210W,SAMPSON STREET_T
490008089W,HERMITAGE WALL_U
490012021N,STOCKHOLM WAY
490015004N,YEW TREE WAY_T
490014997N,YEATS CLOSE_E
490013036H,SURBITON SAINSBURY'S
490009870N,MILDMAY LIBRARY_BL
490005486S,COLLEGE CRESCENT_G
490005486F,COLLEGE CRESCENT_F
490008244S,HILLSMEAD WAY
490012408S,LYNDHURST ROAD / AKENSIDE ROAD_G
490005220S,CHRISP STREET MARKET
490004581E,HAY CURRIE STREET
490008575N,JOLLY'S GREEN
490012814N,ST MICHAEL'S COURT
490013202N,TEVIOT ESTATE
490013203E,POPLAR BAPTIST CHURCH
490009098N,LEVEN ROAD_X
490009104A,LEWISHAM STATION # [DLR]_G
490011108W,POPLAR BAPTIST CHURCH
490013202W,TEVIOT ESTATE
490012814S,ST MICHAEL'S COURT
490007234W,GLENKERRY HOUSE
490005909W,HAY CURRIE STREET
490011116W7,POPLAR WALK_WD
490011116W8,POPLAR WALK_WE
490007590E,HAROLD WOOD NEIGHBOURHOOD CENTRE
490015110E,GREENSIDE_J
490016602S,SELSDON WOOD NATURE RESERVE
490007152W,GEDDES PLACE
490013968W,UXBRIDGE HIGH SCHOOL_BK
490004528S,BRUNEL UNIVERSITY_BA
490005286S1,HUXLEY CLOSE_X
490012757S,ST LAURENCE CHURCH
490010994E,PIELD HEATH
490010995E,PEEL WAY_HE
490014098W,VIOLET AVENUE_D
490013392S,THE GREEN
490009920S,MILL ROAD
490011675S,ROSEARY CLOSE
490014790E,MAGNOLIA STREET
490011740E2,GREAT BENTY
490011738N,LAUREL LANE PRIMARY SCHOOL
490008996W1,BERBERIS WALK
490011740W2,GREAT BENTY
490014790W2,MAGNOLIA STREET
490011675N,ROSEARY CLOSE
490015249M,HARROW & WEALDSTONE STATION <> #_M
490013392N,THE GREEN
490014100E,VIOLET AVENUE_E
490012757N,ST LAURENCE CHURCH
490005286N1,HUXLEY CLOSE_Y
490004528N1,BRUNEL UNIVERSITY_BB
490005398N,VILLIER STREET_BC
490013968E,UXBRIDGE HIGH SCHOOL_BL
490005397E,CLEVELAND ROAD_BP
490005397W,CLEVELAND ROAD_BM
490015484W,MILL ROAD
490010475W,OAKCROFT ROAD
490010475E,OAKCROFT ROAD
490010094E,MOUNT ROAD
490010094W,MOUNT ROAD
490007297N,LITTLEGROVE_BN
490013523N,THE REDDINGS
490006524W,ELMWOOD ROAD / THE CHARTER SCHOOL
490013026W,CASINO AVENUE
490011491W,HERNE HILL
490007783W,HAREDALE ROAD / CARNEGIE LIBRARY
490006020W,DEERDALE ROAD / ST SAVIOUR'S SCHOOL
490001184W,LOUGHBOROUGH JUNCTION STATION #_E
490000145L,MARYLEBONE STATION <> #_L
490010717E,PADFIELD ROAD_J
490006020E,DEERDALE ROAD / ST SAVIOUR'S SCHOOL
490009402E,LOWDEN ROAD / CARNEGIE LIBRARY
490011491E,DENMARK HILL
490004834E,CASINO AVENUE
490013026E,SUNRAY AVENUE
490006524E,ELMWOOD ROAD / THE CHARTER SCHOOL
490004945N,CEPHAS STREET_N
490014832S,WOODCOTE PARK_C
490013952S,UPPER WOODCOTE VILLAGE
490013952N,UPPER WOODCOTE VILLAGE
490014832N,WOODCOTE PARK_F
490006216S,DUDLEY GARDENS_RB
490006216N,DUDLEY GARDENS_RE
490011950S,SCOTLAND GREEN_B
490006783E,FELTHAM LEISURE WEST_Z
490007376W,GRANVILLE ROAD_S
490015076L,PORTLAND RISE_R
490007144S,GATWICK ROAD_T
490007878E,HARTS LANE ESTATE
490008391Y,BELL CORNER / HOUNSLOW CIVIC CENTRE_Y
490008391X,BELL CORNER / HOUNSLOW CIVIC CENTRE_X
490005335E,BECKTON TRIANGLE RETAIL PARK_C
490005335W,BECKTON TRIANGLE RETAIL PARK_D
490001099W2,ENFIELD CHASE STATION_CB
490014553J,WHARFDALE ROAD / LONDON CANAL MUSEUM_J
490012576S,ST GILES SCHOOL_GZ
490001324W2,WEST CROYDON STATION #_WT
490006195D,DRAYTON ROAD_AD
490009098W,LEVEN ROAD_W
40004410160B,TITHEPIT SHAW LANE
490006180S,DOWNSIDE CRESCENT_M
490006699N,MERIDIAN HIGH SCHOOL
490008640N,KENNELWOOD CRESCENT
490013641N,THORPE CLOSE
490010669N,OVERBURY CRESCENT_M
490010669S,OVERBURY CRESCENT_L
490005404S,CLEVES CRESCENT
490008640S,KENNELWOOD CRESCENT
490006699S,MERIDIAN HIGH SCHOOL
490015042U,EUSTON ROAD_U
490012649W,OASIS ACADEMY BYRON
490005641S,COULSDON RISE
490013199E,ARMY RESERVE CENTRE_F
490012507W,TEDDINGTON LOCK_U
490013199W,TERRITORIAL ARMY CENTRE_E
490005641N,COULSDON RISE
490012649E,OASIS ACADEMY BYRON
490013186R,STREATHAM HILL / TELFORD AVENUE_R
490013322N,CASTLE HILL AVENUE_P
490000132P,BAYLIS ROAD / LAMBETH NORTH STATION <>_P
490007877E,CONNAUGHT BRIDGE_H
490007877W,CONNAUGHT BRIDGE_M
490014949S,WORSLEY BRIDGE ROAD / SOUTHEND LANE_LG
490001185S,LOWER SYDENHAM STATION #_LC
490007525S,GREYCOT ROAD
490007617S,HACKINGTON CRESCENT_L
490014948S,WORSLEY BRIDGE ROAD / BRACKLEY ROAD_M
490014948N,WORSLEY BRIDGE ROAD / BRACKLEY ROAD_J
490007617N,HACKINGTON CRESCENT_K
490007525N,GREYCOT ROAD
490001185N,LOWER SYDENHAM STATION #_LA
490014949N,WORSLEY BRIDGE ROAD / SOUTHEND LANE_LB
490004468N,BROOK LANE_M
490003777N,BEDDINGTON VILLAGE_C
490011424W,RANGEFIELD ROAD / SOUTHOVER
490004616W,BURNT ASH PRIMARY SCHOOL
490011096W,PONTEFRACT ROAD
490015092W,RANGEFIELD ROAD / VALESWOOD ROAD
490011422W,RANGEFIELD PRIMARY SCHOOL_SX
490008605W,KEEDONWOOD ROAD_DT
490007630W,HADDINGTON ROAD_SZ
490014583W,WHITEFOOT LANE / FORSTER HOUSE_SP
490014582W,WHITEFOOT LANE / BROMLEY ROAD_SR
490004468S,BROOK LANE_T
490011424E,RANGEFIELD ROAD / SOUTHOVER
490011096E,PONTEFRACT ROAD
490015092E,RANGEFIELD ROAD / VALESWOOD ROAD
490011422E,RANGEFIELD PRIMARY SCHOOL
490008605E,KEEDONWOOD ROAD_DS
490007630E,HADDINGTON ROAD_SO
490014583E,WHITEFOOT LANE / FORSTER HOUSE_SN
490014582E,WHITEFOOT LANE / BROMLEY ROAD_SM
490013814E,TRUBSHAW ROAD
490013814W,MCNAIR ROAD
490013714S,TOPLOCKS ESTATE / GLADE LANE
490013715N,MCNAIR ROAD
490007906W2,TENSING ROAD
490014976W,HILLARY ROAD
490007521W,GREGORY ROAD
490004711N,CAMBRIDGE ROAD_J
490014257E,WEST CROMWELL ROAD_E
490014257N,WARWICK ROAD TESCO
490000276W,WOODSIDE PARK STATION <>_L
490011767L,ROYAL MARSDEN HOSPITAL_L
490000201J,SEVEN SISTERS STATION <> #_D
490012546N,STANHOPE ROAD
490001218N,OAKLEIGH PARK STATION #_BY
490001218S,OAKLEIGH PARK STATION #_BW
490014562E,OAKLEIGH GARDENS_N
490013831S,TUDOR ESTATE
490014562W,OAKLEIGH GARDENS_O
40004410038A,YORKE GATE
490012931W,STREATHAM PLACE_BP
490010003L,MONTPELIER ROW_L
490011252E,LAVENDER ROAD
490006239S,DULWICH WOOD AVENUE_J
490005458S,COLBROOK AVENUE
490006469S,ELERS ROAD
490007810W,HARLINGTON SCHOOL
490013831N,TUDOR ESTATE
490011013W,PINKWELL JUNIOR SCHOOL
490011015N,PINKWELL PARK
490007206S,GLAMIS CRESCENT
490011015S,PINKWELL PARK
490011012E,PINKWELL INFANT SCHOOL
490011013E,PINKWELL JUNIOR SCHOOL
490011709N,ROSS CLOSE
490014153N,WALTHAM AVENUE
490005439E2,SPINNEY DRIVE_B
490010906J,PENGE / SAINSBURY'S_J
490005439W2,SPINNEY DRIVE_P
490006401E,EBURY STREET
490005817G,ERITH TOWN CENTRE / CROSS STREET_G
490006617M,ERITH HEALTH CENTRE_M
490006552N,IMPERIAL COLLEGE / ELVASTON PLACE_RV
490003058E,FREEMAN COURT
490010487E,OAKHILL ROAD_J
490010487W,OAKHILL ROAD_H
490010439W,FREEMAN COURT
490010471Z,O2 CENTRE / SAINSBURY'S_FC
490011854C,O2 CENTRE / HOMEBASE_FB
490001089E8,DINGWALL ROAD / EAST CROYDON STATION #_E8
49003182RT,IMPERIAL COLLEGE / QUEENS GATE TERRACE_RT
490012844E,ST OLAVE'S WALK_VS
490015359E,LONGTHORNTON ROAD
490005957E,DARCY ROAD
490005957W,DARCY ROAD
490015359W,LONGTHORNTON ROAD
490005563S,CONWAY GARDENS_F
490008106S,CARISBROOKE ROAD / HERTFORD WAY
490017360E,LEICESTER AVENUE_E
490004238S,BRAMLEY AVENUE_K
490011193S,PRINCE CONSORT ROAD_RS
490004238N,BRAMLEY AVENUE_L
490011255E,PURLAND ROAD EAST_Q
490010975E,PETTMAN CRESCENT_P
490011255W,PURLAND ROAD EAST_V
490006344S,NATHAN WAY / EASTERN WAY_U
490011256E,PURLAND ROAD WEST_P
490004179E,BOUGHTON ROAD
490004179W,BOUGHTON ROAD
490006344N,NATHAN WAY / EASTERN WAY_R
490010975W,PETTMAN CRESCENT_WS
490011918W,WILLIAM MORRIS WAY / SAINSBURY'S_TQ
490007629E,HADDEN ROAD_R
490011256W,PURLAND ROAD WEST_W
490007629W,HADDEN ROAD_WR
490005686N,COWBRIDGE LANE
490005686S,COWBRIDGE LANE_SB
490013454E1,THE LOWE
490000012J,BALHAM STATION <># / BALHAM STATION ROAD_J
490008441W,SIDCUP LEISURE CENTRE_C
490008441B,SIDCUP LEISURE CENTRE_B
490005070W,BAGLEYS LANE_B
490003802N,BEDONWELL ROAD / LONG LANE
490005619Y,GREAT EASTERN STREET_Y
490008327E,HOMERTON HOSPITAL / WARDLE STREET_E
490000072W,EDGWARE ROAD STATION <>_EV
490015119W,BERKELEY SQUARE_X
490005070N,IMPERIAL WHARF STATION # / IMPERIAL ROAD_J
490010912W,PENINSULAR PARK ROAD
490010912E,PENINSULAR PARK ROAD
490007766L,FAIRFIELDS ROAD_L
490007766M,DOUGLAS ROAD_M
490011536W,TARNWORTH ROAD_PB
490007095N2,GALLOWS CORNER RETAIL PARK_GG
490007591N,GUBBINS LANE_P
490005648N,COURT AVENUE_CG
490010966N,PETERSFIELD AVENUE_CC
490010966S,PETERSFIELD AVENUE_CE
490005648S,COURT AVENUE_CF
490007591S,GUBBINS LANE_N
490003574S,BAMPTON ROAD_GB
490007095S2,GALLOWS CORNER RETAIL PARK_GD
490003737N,BECK COURT_BL
490004938S,CENTRAL TERRACE_BR
490005389N,CLEMENT ROAD_BM
490005389S,CLEMENT ROAD_BP
490012007N,SEWARD ROAD_BN
490010583N,OLD SCHOOL CLOSE
490010583S,OLD SCHOOL CLOSE
490004094S,BLANDFORD ROAD_BH
490004094N,BLANDFORD ROAD_BJ
490005862AL,CROYDON ROAD_W
490015448N,ANERLEY PARK ROAD / THICKET ROAD
490004841S,CASTLEDINE ROAD_P
490004841N,CASTLEDINE ROAD_N
490008537N,ANERLEY PARK / ANERLEY ROAD_M
490003319S,ANERLEY PARK / ANERLEY ROAD_R
490005871N,CRYSTAL PALACE PARK
490005873N,CRYSTAL PALACE PARK ROAD
490001225A,PENGE WEST STATION #_A
490013786S,TRENHOLME ROAD
490003095E,ADDINGTON ROAD / PUMPING STATION
490003095W,ADDINGTON ROAD / PUMPING STATION
490010789W,STONE PARK AVENUE / CHINESE GARAGE_LW
490010789E,STONE PARK AVENUE / CHINESE GARAGE_LZ
490012824S,STOCK HILL_D
490011693S,ROSEHILL ROAD_E
490013114E,SWIEVELANDS ROAD_F
490013114W,SWIEVELANDS ROAD_H
490005009W,CHARLTON DRIVE
490009295N,LONGBRIDGE ROAD_US
490009595E,STONE PARK AVENUE / MANOR WAY_LY
490009595W,STONE PARK AVENUE / MANOR WAY_LX
490015466W,STONE PARK AVENUE / VILLAGE WAY
490015466E,STONE PARK AVENUE / VILLAGE WAY
490001334C,RED LODGE ROAD / WEST WICKHAM STATION #_C
490001334D,RED LODGE ROAD / WEST WICKHAM STATION #_D
490015413S,THE CHINESE GARAGE_LC
490015413N,THE CHINESE GARAGE_LJ
490008952S,LANGLEY COURT / WEST GATE_LD
490008950N,LANGLEY COURT / SOUTH GATE_C
490006462S,ELDERSLIE CLOSE_D
490013932N,UPPER ELMERS END ROAD_H
490008843S,SHORTLANDS STATION #_D
490001248E,SHORTLANDS STATION #_E
490005296S,CHURCH ROAD
490005300N,CHURCH ROAD
490012119S2,SHORTLANDS GROVE_PL
490012119N2,SHORTLANDS GROVE_PK
490006044N,DEN ROAD_PJ
490007950S,DEN ROAD_PM
490005817W,ERITH TOWN CENTRE / RIVERSIDE
490005597S,COPTHORNE AVENUE_W
490010070N,MOUNT ASH ROAD_F
490007986N,HEATHEDGE_MR
490010076W,MOUNTEARL GARDENS
490004259J,BRANDVILLE ROAD_J
490000151K,MORDEN STATION <>_M
490000151L,MORDEN STATION <>_N
490008950S,LANGLEY COURT / SOUTH GATE_LE
